Stap;Bijbeltekst;Bijbelvertaling;Bijbelvers;Beeld;Bijbeloproep (synopsis);Bronnen;Overige;Muziek
;Fil 3:7-15;HSV;"7 Maar wat voor mij winst was, dat heb ik om Christus' wil als schade beschouwd. 8 Ja, beslist, ik beschouw ook alles als schade vanwege de voortreffelijkheid van de kennis van Christus Jezus, mijn Heere, om Wie ik dat alles als schade ervaren heb. En ik beschouw het als vuiligheid, opdat ik Christus mag winnen, 9 en in Hem gevonden word, niet met mijn rechtvaardigheid, die uit de wet is, maar die door het geloof in Christus is, namelijk de rechtvaardigheid uit God door middel van het geloof; 10 opdat ik Hem mag kennen, en de kracht van Zijn opstanding en de gemeenschap met Zijn lijden, doordat ik aan Zijn dood gelijkvormig word, 11 om hoe dan ook te komen tot de opstanding van de doden. 12 Niet dat ik het al verkregen heb of al volmaakt ben, maar ik jaag ernaar om het ook te grijpen. Daartoe ben ik ook door Christus Jezus gegrepen. 13 Broeders, ikzelf denk niet dat ik het gegrepen heb, 14 maar één ding doe ik: vergetend wat achter is, mij uitstrekkend naar wat voor is, jaag ik naar het doel: de prijs van de roeping van God, die van boven is, in Christus Jezus. 15 Laten wij dan, die geestelijk volwassen zijn, deze gezindheid hebben; en als u iets anders gezind bent, ook dat zal God u openbaren.";;;;;
;Gal 2:19-20;HSV;"19 Want ik ben door de wet voor de wet gestorven, opdat ik voor God zou leven. 20 Ik ben met Christus gekruisigd; en niet meer ik leef, maar Christus leeft in mij; en voor zover ik nu in het vlees leef, leef ik door het geloof in de Zoon van God, Die mij heeft liefgehad en Zichzelf voor mij heeft overgegeven.";;;;;
;1 Thes 2:12;HSV;Wij riepen u ertoe op waardig te wandelen voor God, Die u roept tot Zijn Koninkrijk en heerlijkheid.;;;;;
;Gen 17:1;HSV;Toen Abram negenennegentig jaar oud was, verscheen de HEERE aan Abram en zei tegen hem: Ik ben God, de Almachtige! Wandel voor Mijn aangezicht en wees oprecht.;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;"Filippenzen 4:6 Wees in geen ding bezorgd, maar laat uw verlangens in alles, door bidden en smeken, met dankzegging bekend worden bij God;";;;;;
;;;7. en de vrede van God, die alle begrip te boven gaat, zal uw harten en uw gedachten bewaken in Christus Jezus.;;;;;
;;;8. Verder, broeders, al wat waar is, al wat eerbaar is, al wat rechtvaardig is, al wat rein is, al wat lieflijk is, al wat welluidend is, als er enige deugd is en als er iets prijzenswaardigs is, bedenk dat.;;;;;
;;;"9. Wat u ook geleerd en ontvangen en gehoord en in mij gezien hebt, doe dat; en de God van de vrede zal met u zijn.";;;;;
